Timingchain (UnityEngine.GameObject) | Data | Time | 0
BOAT (UnityEngine.GameObject) | LOD | Distance | 0
BOAT (UnityEngine.GameObject) | LOD | LOD | 20
BOAT (UnityEngine.GameObject) | Rise Front | ParticleVelo | -1.023195E-10
BOAT (UnityEngine.GameObject) | Rise Front | Rot | -4.689643E-11
BOAT (UnityEngine.GameObject) | Rise Front | Speed | 4.263312E-11
CrankBearing2 (UnityEngine.GameObject) | Data | Time | 0
BUS (UnityEngine.GameObject) | Throttle | Brake | 0
BUS (UnityEngine.GameObject) | Throttle | CrashSpeed | 0
BUS (UnityEngine.GameObject) | Throttle | DeathSpeedMPS | 5
BUS (UnityEngine.GameObject) | Throttle | SpeedCurrent | 22.86008
BUS (UnityEngine.GameObject) | Throttle | SpeedMax | 81.92628
BUS (UnityEngine.GameObject) | Throttle | SpeedMin | 80
BUS (UnityEngine.GameObject) | Throttle | TargetSpeed | 0
BUS (UnityEngine.GameObject) | Throttle | ThrottleAccel | 1
BUS (UnityEngine.GameObject) | Throttle | ThrottleCruise | 0.43
BUS (UnityEngine.GameObject) | Throttle | Velo | 0
BUS (UnityEngine.GameObject) | Steering | Angle | 0.1249433
BUS (UnityEngine.GameObject) | Steering | Angle2 | 0.005419827
BUS (UnityEngine.GameObject) | Steering | Lane | -2
BUS (UnityEngine.GameObject) | Steering | SpeedKMH | 22.86008
BUS (UnityEngine.GameObject) | LOD | Distance | 1908.605
BUS (UnityEngine.GameObject) | LOD | LOD | 200
Speaker (UnityEngine.GameObject) | Settings | DistortionLevel | 0.1
Speaker (UnityEngine.GameObject) | Settings | Volume | 0.5
FuelTank (UnityEngine.GameObject) | Data | FuelLevel | 45
FuelTank (UnityEngine.GameObject) | Data | Mass | 49
FuelTank (UnityEngine.GameObject) | Data | MaxCapacity | 79
wheelFL (UnityEngine.GameObject) | SetGrip | GripForward | 1.15
wheelFL (UnityEngine.GameObject) | SetGrip | GripSideways | 1.15
wheelFL (UnityEngine.GameObject) | Data | GripForward | 1.15
wheelFL (UnityEngine.GameObject) | Data | GripSideways | 1.15
Subwoofer_Right (UnityEngine.GameObject) | Data | Time | 0
Flywheel (UnityEngine.GameObject) | Data | Time | 0
SteeringWheel (UnityEngine.GameObject) | Data | Time | 0
trigger_bumper_front (UnityEngine.GameObject) | Assembly | InitialAttachForce | 200
BoltPM (UnityEngine.GameObject) | Screw | Alignment | 8
BoltPM (UnityEngine.GameObject) | Screw | Max | 12
BoltPM (UnityEngine.GameObject) | Screw | Min | 1
CrankBearing1 (UnityEngine.GameObject) | Data | Time | 0
BucketTrigger (UnityEngine.GameObject) | Level | Pos | -2.09986
Fanbelt (UnityEngine.GameObject) | Data | Wear | 4.822499
BusStopRykipohja (UnityEngine.GameObject) | Stopping | Distance | 1707.812
Flares_spoiler (UnityEngine.GameObject) | Data | Time | 0
Racing Muffler (UnityEngine.GameObject) | Data | Time | 0
block(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
block(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
block(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
block(Clone) (UnityEngine.GameObject) | BoltCheck | ForceMax | 1000
block(Clone) (UnityEngine.GameObject) | BoltCheck | ForceMin | -1000
block(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
block(Clone) (UnityEngine.GameObject) | BoltCheck | X | 0
block(Clone) (UnityEngine.GameObject) | BoltCheck | Y | 0
block(Clone) (UnityEngine.GameObject) | BoltCheck | Z | 0
RadioVolume (UnityEngine.GameObject) | Knob | Rot | 0
RadioVolume (UnityEngine.GameObject) | Knob | Scroll | 0
RadioVolume (UnityEngine.GameObject) | Knob | Tune | 0.08900003
RadioVolume (UnityEngine.GameObject) | Knob | Volume | 0
RadioVolume (UnityEngine.GameObject) | Knob | Rot | 0
RadioVolume (UnityEngine.GameObject) | Knob | Scroll | 0
RadioVolume (UnityEngine.GameObject) | Knob | Tune | 0.07299992
RadioVolume (UnityEngine.GameObject) | Knob | Volume | 0
Pivot (UnityEngine.GameObject) | FSM | Angle | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
Sleep (UnityEngine.GameObject) | Activate | FadeTime | 4
Sleep (UnityEngine.GameObject) | Activate | GameVolume | 0
Sleep (UnityEngine.GameObject) | Activate | Rate | 0
CrankBearing3 (UnityEngine.GameObject) | Data | Time | 0
Front_spoiler (UnityEngine.GameObject) | Data | Time | 0
SteeringRod_FL (UnityEngine.GameObject) | Data | Alignment | 0
Electrics (UnityEngine.GameObject) | Data | Time | 0
Subwoofer_Left (UnityEngine.GameObject) | Data | Time | 0
BoltPM (UnityEngine.GameObject) | Screw | Alignment | 7.5
BoltPM (UnityEngine.GameObject) | Screw | Max | 12
BoltPM (UnityEngine.GameObject) | Screw | Min | 1
StoveTrigger (UnityEngine.GameObject) | Steam | Blur | 0
StoveTrigger (UnityEngine.GameObject) | Steam | CleanEfficiency | 0
StoveTrigger (UnityEngine.GameObject) | Steam | Heat | 0
StoveTrigger (UnityEngine.GameObject) | Steam | Math | 0
StoveTrigger (UnityEngine.GameObject) | Steam | SteamTime | 4
Starter (UnityEngine.GameObject) | Starter | FuelLevel | 0
Starter (UnityEngine.GameObject) | Starter | GlowPlugHeatSpeed | 4
Starter (UnityEngine.GameObject) | Starter | PlugHeat | 0
Starter (UnityEngine.GameObject) | Starter | StartTime | 0
Starter (UnityEngine.GameObject) | Starter | VanRPM | 0
Needle (UnityEngine.GameObject) | Temp | Temp | 33.9984
Tachometer (UnityEngine.GameObject) | Data | RPMSetting | 7500
Crankshaft (UnityEngine.GameObject) | Data | Time | 0
ExhaustPipe (UnityEngine.GameObject) | Data | Time | 0
WheelSpokeRR (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
WheelSpokeRR (UnityEngine.GameObject) | Data | SettingTireRadius | 0
WheelSpokeRR (UnityEngine.GameObject) | Data | SettingTireWidth | 0
WheelHayosikoFL (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
WheelHayosikoFL (UnityEngine.GameObject) | Data | SettingTireRadius | 0
WheelHayosikoFL (UnityEngine.GameObject) | Data | SettingTireWidth | 0
Starter (UnityEngine.GameObject) | Starter | FuelLevel | 0
Starter (UnityEngine.GameObject) | Starter | GlowPlugHeatSpeed | 120
Starter (UnityEngine.GameObject) | Starter | PlugHeat | 25
Starter (UnityEngine.GameObject) | Starter | StartTime | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | MinimumRequiredVelocity | 0.15
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | Speed | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloX | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
Pivot (UnityEngine.GameObject) | Scale | Scale | 0.0852
StoveTrigger (UnityEngine.GameObject) | Steam | Blur | 0
StoveTrigger (UnityEngine.GameObject) | Steam | CleanEfficiency | 0
StoveTrigger (UnityEngine.GameObject) | Steam | Heat | 0
StoveTrigger (UnityEngine.GameObject) | Steam | Math | 0
StoveTrigger (UnityEngine.GameObject) | Steam | SteamTime | 4
FrontHyd (UnityEngine.GameObject) | Use | GlobalY | 90.00059
FrontHyd (UnityEngine.GameObject) | Use | LeverPos | 1
FrontHyd (UnityEngine.GameObject) | Use | Rot | -40
WheelRacingRR (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
WheelRacingRR (UnityEngine.GameObject) | Data | SettingTireRadius | 0
WheelRacingRR (UnityEngine.GameObject) | Data | SettingTireWidth | 0
WheelRacingFR (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
WheelRacingFR (UnityEngine.GameObject) | Data | SettingTireRadius | 0
WheelRacingFR (UnityEngine.GameObject) | Data | SettingTireWidth | 0
Needle (UnityEngine.GameObject) | Temp | Temp | 160.548
wheelRL (UnityEngine.GameObject) | SetGrip | GripForward | 1.15
wheelRL (UnityEngine.GameObject) | SetGrip | GripSideways | 1.15
wheelRL (UnityEngine.GameObject) | Data | GripForward | 1.15
wheelRL (UnityEngine.GameObject) | Data | GripSideways | 1.15
FuelTank (UnityEngine.GameObject) | Data | FuelLevel | 2.023726
FuelTank (UnityEngine.GameObject) | Data | MaxCapacity | 4
Window_Grille (UnityEngine.GameObject) | Data | Time | 0
ButtonPower (UnityEngine.GameObject) | Screw | MaxHeat | 0.5
ButtonPower (UnityEngine.GameObject) | Screw | Rot | 150
ButtonPower (UnityEngine.GameObject) | Screw | ScrewAmount | 15
ButtonPower (UnityEngine.GameObject) | Screw | Scroll | 0
Camshaft (UnityEngine.GameObject) | Data | Time | 0
lift (UnityEngine.GameObject) | CheckLift | Y | 0.03999996
lift (UnityEngine.GameObject) | Movement | Curve | 0.0999999
lift (UnityEngine.GameObject) | Movement | CurveValue | 0.1899998
lift (UnityEngine.GameObject) | Movement | Pos | 0.03999996
lift (UnityEngine.GameObject) | Movement | Pos2 | 0.01999998
lift (UnityEngine.GameObject) | Movement | Pos3 | 0.00999999
lift (UnityEngine.GameObject) | Movement | Pos4 | 0.001899997
Sparkplug2 (UnityEngine.GameObject) | Data | Time | 0
1 (UnityEngine.GameObject) | LOD | Distance | 1967.862
1 (UnityEngine.GameObject) | LOD | LOD | 600
CrouchTrigger (UnityEngine.GameObject) | PlayerTrigger | Multiplier | 0
CrouchTrigger (UnityEngine.GameObject) | PlayerTrigger | Temp | 0
Radiator (UnityEngine.GameObject) | Data | Usage | 0
Radiator (UnityEngine.GameObject) | Data | Water | 0
MechanicalWear (UnityEngine.GameObject) | Data | WearAlternator | 1.61648
MechanicalWear (UnityEngine.GameObject) | Data | WearCrankshaft | 7.574973
MechanicalWear (UnityEngine.GameObject) | Data | WearGearbox | 39.92317
MechanicalWear (UnityEngine.GameObject) | Data | WearHeadgasket | 76.34824
MechanicalWear (UnityEngine.GameObject) | Data | WearPiston1 | 26.4017
MechanicalWear (UnityEngine.GameObject) | Data | WearPiston2 | 34.39632
MechanicalWear (UnityEngine.GameObject) | Data | WearPiston3 | 13.47984
MechanicalWear (UnityEngine.GameObject) | Data | WearPiston4 | 18.88259
MechanicalWear (UnityEngine.GameObject) | Data | WearRockershaft | 22.79612
MechanicalWear (UnityEngine.GameObject) | Data | WearStarter | 20.30482
MechanicalWear (UnityEngine.GameObject) | Data | WearWaterpump | 26.78205
FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | Tire1pos | -0.0925023
FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | Tire2pos | -0.09374583
FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | TireAngle | -0.03562456
FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | Travel | 0.001243532
FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | Wheelbase | 2
FromEngine (UnityEngine.GameObject) | ExhaustSound | Emission | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | RPM | 1360.963
FromEngine (UnityEngine.GameObject) | ExhaustSound | RPM2 | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Throttle | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Velocity | 4.187577
OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
Oilfilter (UnityEngine.GameObject) | Data | Time | 0
TriggerIn (UnityEngine.GameObject) | Trigger | Distance | 0
COTTAGE (UnityEngine.GameObject) | LOD | Distance | 984.3506
COTTAGE (UnityEngine.GameObject) | LOD | LOD | 300
SpeakerBass (UnityEngine.GameObject) | Settings | DistortionLevel | 0.5
SpeakerBass (UnityEngine.GameObject) | Settings | Volume | 1
Audio (UnityEngine.GameObject) | Sound Engine | Fuel | 0
Audio (UnityEngine.GameObject) | Sound Engine | RPM | 400
Audio (UnityEngine.GameObject) | Sound Engine | Rate1 | 0.5
Audio (UnityEngine.GameObject) | Sound Engine | Rate2 | -0.09999999
PlayerShitTrigger (UnityEngine.GameObject) | Death | Distance | 0
FuelTank (UnityEngine.GameObject) | Data | FuelLevel | 29.8915
FuelTank (UnityEngine.GameObject) | Data | Mass | 33.8915
FuelTank (UnityEngine.GameObject) | Data | MaxCapacity | 40
Seat_Passenger (UnityEngine.GameObject) | Data | Time | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
steering column(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
steering column(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 10
steering column(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
Starter (UnityEngine.GameObject) | UseNew | DashVolume | 0
Starter (UnityEngine.GameObject) | UseNew | MouseDelay | 0.4
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
fuel strainer(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
fuel strainer(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
fuel strainer(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
fuel strainer(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
headlight(leftx) (UnityEngine.GameObject) | Removal | Mass | 1
headlight(leftx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
headlight(leftx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
headlight(leftx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
headlight(leftx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
NPC (UnityEngine.GameObject) | LOD | Distance | 1962.399
HumanCollider (UnityEngine.GameObject) | PlayerHit | RayDistance | 1
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
gear stick(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
gear stick(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
gear stick(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
steering rack(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
steering rack(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 24
steering rack(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
radiator hose1(xxxxx) (UnityEngine.GameObject) | Removal | Mass | 1
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
drumbrake rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
drumbrake rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
drumbrake rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
spindle fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
spindle fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
spindle fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
spindle fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
rearlight(right) (UnityEngine.GameObject) | Removal | Mass | 1
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
headlight(right) (UnityEngine.GameObject) | Removal | Mass | 1
headlight(right) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
headlight(right) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
headlight(right) (UnityEngine.GameObject) | BoltCheck | Chance | 0
headlight(right) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
steering rod fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
steering rod fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
steering rod fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
alignment_fr (UnityEngine.GameObject) | Screw | Alignment | 0
alignment_fr (UnityEngine.GameObject) | Screw | BoltSize | 0
alignment_fr (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
gear linkage(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
gear linkage(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
gear linkage(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
gear linkage(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
Navigation (UnityEngine.GameObject) | Navigation | Distance | 10.35814
Navigation (UnityEngine.GameObject) | Navigation | EmergencyDistance | 40
Navigation (UnityEngine.GameObject) | Navigation | LanePosition | 2
Navigation (UnityEngine.GameObject) | Navigation | RequiredDistance | 7
BoozeJobTrigger (UnityEngine.GameObject) | Distance | Distance | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
strut fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
strut fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 3
strut fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
strut fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
shock absorber(rrxxx) (UnityEngine.GameObject) | Removal | Mass | 1.5
shock absorber(rrxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
shock absorber(rrxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
shock absorber(rrxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
shock absorber(rrxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
radiator hose3(xxxxx) (UnityEngine.GameObject) | Removal | Mass | 1
rearlight(leftx) (UnityEngine.GameObject) | Removal | Mass | 1
OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
brake master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
brake master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
brake master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
trail arm rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
trail arm rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 12
trail arm rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
trail arm rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
spindle fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
spindle fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
spindle fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
spindle fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 117.1528
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.100105
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.9000595
pike_gfx (UnityEngine.GameObject) | Spasm | X | 7.633149
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 4.680459
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -7.650914
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 108.0135
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -4.977087
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.3215916
pike_gfx (UnityEngine.GameObject) | Spasm | X | 5.653531
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 1.073834
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -2.022847
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 130.8519
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.151816
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.1255527
pike_gfx (UnityEngine.GameObject) | Spasm | X | 0.3026569
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 5.722618
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 4.946477
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 136.9386
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.016293
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.6558614
pike_gfx (UnityEngine.GameObject) | Spasm | X | -6.098149
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 6.355984
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 6.277956
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 118.201
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.071878
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.3818421
pike_gfx (UnityEngine.GameObject) | Spasm | X | -0.8540118
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 6.85569
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -5.001702
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 102.3677
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.098789
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.5309001
pike_gfx (UnityEngine.GameObject) | Spasm | X | 6.211416
pike_gfx (UnityEngine.GameObject) | Spasm | Y | -3.309954
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 5.572528
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 129.4402
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.186283
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.5515986
pike_gfx (UnityEngine.GameObject) | Spasm | X | 2.87631
pike_gfx (UnityEngine.GameObject) | Spasm | Y | -3.061086
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 3.996155
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 128.4447
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.210757
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.8690614
pike_gfx (UnityEngine.GameObject) | Spasm | X | 2.328802
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 8.492751
