Database | Timingchain (UnityEngine.GameObject) | Data | Time | 0
SATSUMA(557kg) | strut fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | shock absorber(rrxxx) (UnityEngine.GameObject) | Removal | Mass | 1.5
SATSUMA(557kg) | shock absorber(rrxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | shock absorber(rrxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | shock absorber(rrxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | shock absorber(rrxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | radiator hose3(xxxxx) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | rearlight(leftx) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | brake master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | brake master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | brake master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | trail arm rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | trail arm rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 12
SATSUMA(557kg) | trail arm rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | trail arm rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | spindle fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | spindle fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | spindle fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | spindle fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 104.7395
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.193973
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.4504353
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 2.448391
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 1.893998
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 1.227254
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 135.352
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.210526
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.9133909
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 5.223076
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -8.95041
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -6.069376
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 154.1995
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.151836
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.6593913
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 7.318928
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -3.665022
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -4.586812
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 106.3492
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.022194
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.3690377
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | -1.78094
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -6.318069
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -0.02618432
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 126.5562
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.158036
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.6538289
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 0.3478587
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 7.813012
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 5.73219
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 106.0275
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -4.977518
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.4181269
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 9.913256
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -0.4408824
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -3.592681
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 112.8709
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.065917
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.9895258
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | -3.134688
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -6.073477
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 6.312789
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 101.7945
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.185687
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.8833834
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | -2.528609
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 8.199625
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 3.51067
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 139.7267
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.22717
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.759931
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 0.9538138
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 1.401635
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -1.432136
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 104.4806
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.176488
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.5554321
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 2.366697
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 0.2750456
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -3.886765
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 101.3171
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.191236
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.3123631
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | -2.597142
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -2.500895
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -3.542544
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 150.8542
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.071762
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.5004838
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 0.4633844
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -0.8851731
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 3.385534
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 130.889
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.018529
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.926159
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 4.824087
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 3.906288
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -8.875999
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 134.8046
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.099959
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.5839347
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 0.5242026
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -1.096257
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 1.170663
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 102.6305
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -4.987989
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.8539059
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | -2.202779
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 5.460319
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 5.630304
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 152.5591
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.104959
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.3296725
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 0.2388656
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -2.763904
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -1.75413
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 106.0377
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.192849
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.3702316
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 3.127744
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 0.1924288
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 3.989126
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 131.1085
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.100939
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.2409559
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 9.158945
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -8.906913
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | 8.342524
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 107.5927
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.011643
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.1618408
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | -5.995142
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | -3.404623
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -0.6551588
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 135.3662
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.09291
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.5147086
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | X | 3.053703
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Y | 5.25722
ITEMS | pike_gfx (UnityEngine.GameObject) | Spasm | Z | -6.454279
SATSUMA(557kg) | coil spring(rrxxx) (UnityEngine.GameObject) | Removal | Mass | 2
SATSUMA(557kg) | wishbone fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | wishbone fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | wishbone fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | wishbone fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | sub frame(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | sub frame(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 26
SATSUMA(557kg) | sub frame(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
SATSUMA(557kg) | _Motor (UnityEngine.GameObject) | Calc RPM | Vibration | 0
SATSUMA(557kg) | _Motor (UnityEngine.GameObject) | Calc RPM | Vibration2 | 0
SATSUMA(557kg) | _Motor (UnityEngine.GameObject) | ValveAnimation | Time | 0.04
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | trail arm rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | trail arm rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 12
SATSUMA(557kg) | trail arm rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | trail arm rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | SATSUMA(557kg) (UnityEngine.GameObject) | AutoClutch | Brake | 0
HAYOSIKO(1500kg) | HAYOSIKO(1500kg) (UnityEngine.GameObject) | AutoClutch | Brake | 1
KEKMET(350-400psi) | KEKMET(350-400psi) (UnityEngine.GameObject) | AutoClutch | Brake | 1
GIFU(750/450psi) | GIFU(750/450psi) (UnityEngine.GameObject) | AutoClutch | Brake | 0
SATSUMA(557kg) | SATSUMA(557kg) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 33
SATSUMA(557kg) | SATSUMA(557kg) (UnityEngine.GameObject) | SteerLimit | Math1 | 0.0001084238
SATSUMA(557kg) | SATSUMA(557kg) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 33
SATSUMA(557kg) | SATSUMA(557kg) (UnityEngine.GameObject) | SteerLimit | Speed | 0.0003577985
HAYOSIKO(1500kg) | HAYOSIKO(1500kg) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 33
HAYOSIKO(1500kg) | HAYOSIKO(1500kg) (UnityEngine.GameObject) | SteerLimit | Math1 | 1.193765E-07
HAYOSIKO(1500kg) | HAYOSIKO(1500kg) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 33
HAYOSIKO(1500kg) | HAYOSIKO(1500kg) (UnityEngine.GameObject) | SteerLimit | Speed | 3.939424E-07
KEKMET(350-400psi) | KEKMET(350-400psi) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 33
KEKMET(350-400psi) | KEKMET(350-400psi) (UnityEngine.GameObject) | SteerLimit | Math1 | 7.10798E-07
KEKMET(350-400psi) | KEKMET(350-400psi) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 33
KEKMET(350-400psi) | KEKMET(350-400psi) (UnityEngine.GameObject) | SteerLimit | Speed | 2.345633E-06
GIFU(750/450psi) | GIFU(750/450psi) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 40
GIFU(750/450psi) | GIFU(750/450psi) (UnityEngine.GameObject) | SteerLimit | Math1 | 1.01822E-10
GIFU(750/450psi) | GIFU(750/450psi) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 40
GIFU(750/450psi) | GIFU(750/450psi) (UnityEngine.GameObject) | SteerLimit | Speed | 4.072879E-10
FERNDALE(1630kg) | FERNDALE(1630kg) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 0
FERNDALE(1630kg) | FERNDALE(1630kg) (UnityEngine.GameObject) | SteerLimit | Math1 | 0
FERNDALE(1630kg) | FERNDALE(1630kg) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 22
FERNDALE(1630kg) | FERNDALE(1630kg) (UnityEngine.GameObject) | SteerLimit | Speed | 0
JONNEZ ES(Clone) | JONNEZ ES(Clone) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 30
JONNEZ ES(Clone) | JONNEZ ES(Clone) (UnityEngine.GameObject) | SteerLimit | Math1 | 0
JONNEZ ES(Clone) | JONNEZ ES(Clone) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 30
JONNEZ ES(Clone) | JONNEZ ES(Clone) (UnityEngine.GameObject) | SteerLimit | Speed | 0
TRAFFIC | Driver (UnityEngine.GameObject) | Animations | Wait | 14.93223
TRAFFIC | FITTAN (UnityEngine.GameObject) | LOD | Distance | 1515.672
TRAFFIC | FITTAN (UnityEngine.GameObject) | LOD | LOD | 200
TRAFFIC | FITTAN (UnityEngine.GameObject) | LOD | Y | 0
TRAFFIC | FITTAN (UnityEngine.GameObject) | Steering | Angle | 0.585677
TRAFFIC | FITTAN (UnityEngine.GameObject) | Steering | Angle2 | 0.02332789
TRAFFIC | FITTAN (UnityEngine.GameObject) | Steering | Lane | 0
TRAFFIC | FITTAN (UnityEngine.GameObject) | Steering | SpeedKMH | 60.65387
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | Brake | 0
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | CrashSpeed | 0
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | DeathSpeedMPS | 5
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | SpeedCurrent | 60.65387
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | SpeedMax | 61.0102
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | SpeedMin | 55.34734
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | TargetSpeed | 0
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | ThrottleAccel | 1
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | ThrottleCruise | 0.1
TRAFFIC | FITTAN (UnityEngine.GameObject) | Throttle | Velo | 0
TRAFFIC | FITTAN (UnityEngine.GameObject) | Shifting | RPM | 4266.653
TRAFFIC | FITTAN (UnityEngine.GameObject) | Shifting | ShiftDown | 3000
TRAFFIC | FITTAN (UnityEngine.GameObject) | Shifting | ShiftUp | 6000
TRAFFIC | EngineSound (UnityEngine.GameObject) | Sound | Divider | 5000
TRAFFIC | EngineSound (UnityEngine.GameObject) | Sound | Pitch | 0.8533307
TRAFFIC | EngineSound (UnityEngine.GameObject) | Sound | RPM | 4266.653
TRAFFIC | Navigation (UnityEngine.GameObject) | Lift | Distance | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Lift | Distance2 | 5000
TRAFFIC | Navigation (UnityEngine.GameObject) | Brakezones | BrakeDistance | 30
TRAFFIC | Navigation (UnityEngine.GameObject) | Brakezones | Distance | 0
